time,mean,climatology,anomaly
1940-01-01 00:00:00+00:00,19818.43,20204.1,-385.66
1940-01-02 00:00:00+00:00,19807.26,20203.27,-396.01
1940-01-03 00:00:00+00:00,19874.95,20202.8,-327.85
1940-01-04 00:00:00+00:00,19980.55,20202.53,-221.98
1940-01-05 00:00:00+00:00,20071.82,20202.38,-130.57
1940-01-06 00:00:00+00:00,20133.11,20202.41,-69.3
1940-01-07 00:00:00+00:00,20159.87,20202.46,-42.59
1940-01-08 00:00:00+00:00,20156.49,20202.76,-46.27
1940-01-09 00:00:00+00:00,20148.41,20202.9,-54.49
1940-01-10 00:00:00+00:00,20108.74,20202.66,-93.91
1940-01-11 00:00:00+00:00,20068.46,20202.2,-133.74
1940-01-12 00:00:00+00:00,20069.84,20201.98,-132.15
1940-01-13 00:00:00+00:00,20060.11,20202.15,-142.04
1940-01-14 00:00:00+00:00,19997.29,20202.36,-205.07
1940-01-15 00:00:00+00:00,19889.27,20202.85,-313.58
1940-01-16 00:00:00+00:00,19814.85,20203.69,-388.84
1940-01-17 00:00:00+00:00,19702.6,20204.85,-502.24
1940-01-18 00:00:00+00:00,19590.32,20206.02,-615.7
1940-01-19 00:00:00+00:00,19548.65,20207.21,-658.56
1940-01-20 00:00:00+00:00,19569.31,20208.46,-639.16
1940-01-21 00:00:00+00:00,19561.67,20209.51,-647.84
1940-01-22 00:00:00+00:00,19502.47,20210.54,-708.07
1940-01-23 00:00:00+00:00,19588.22,20211.51,-623.3
1940-01-24 00:00:00+00:00,19796.58,20212.42,-415.84
1940-01-25 00:00:00+00:00,19957.07,20213.6,-256.54
1940-01-26 00:00:00+00:00,19997.79,20215.48,-217.69
1940-01-27 00:00:00+00:00,20023.93,20217.67,-193.73
1940-01-28 00:00:00+00:00,19990.96,20219.66,-228.7
1940-01-29 00:00:00+00:00,19929.95,20221.09,-291.14
1940-01-30 00:00:00+00:00,19911.41,20222.2,-310.79
1940-01-31 00:00:00+00:00,19914.44,20222.91,-308.47
1940-02-01 00:00:00+00:00,19954.5,20223.35,-268.86
1940-02-02 00:00:00+00:00,20018.37,20223.95,-205.58
1940-02-03 00:00:00+00:00,20055.33,20224.39,-169.06
1940-02-04 00:00:00+00:00,20036.54,20225.11,-188.57
1940-02-05 00:00:00+00:00,20035.32,20226.7,-191.38
1940-02-06 00:00:00+00:00,20038.01,20229.15,-191.14
1940-02-07 00:00:00+00:00,20020.88,20231.79,-210.91
1940-02-08 00:00:00+00:00,20026.5,20234.41,-207.91
1940-02-09 00:00:00+00:00,19990.45,20236.89,-246.43
1940-02-10 00:00:00+00:00,19942.37,20239.14,-296.77
1940-02-11 00:00:00+00:00,19936.18,20241.11,-304.93
1940-02-12 00:00:00+00:00,19954.27,20243.09,-288.82
1940-02-13 00:00:00+00:00,19939.73,20245.21,-305.47
1940-02-14 00:00:00+00:00,19915.53,20247.41,-331.88
1940-02-15 00:00:00+00:00,19902.11,20249.24,-347.13
1940-02-16 00:00:00+00:00,19905.02,20250.96,-345.94
1940-02-17 00:00:00+00:00,19932.94,20252.89,-319.94
1940-02-18 00:00:00+00:00,19992.41,20254.95,-262.54
1940-02-19 00:00:00+00:00,20068.67,20257.06,-188.39
1940-02-20 00:00:00+00:00,20179.95,20259.3,-79.35
1940-02-21 00:00:00+00:00,20255.08,20261.7,-6.62
1940-02-22 00:00:00+00:00,20248.92,20264.12,-15.2
1940-02-23 00:00:00+00:00,20177.58,20266.69,-89.11
1940-02-24 00:00:00+00:00,20103.06,20269.58,-166.52
1940-02-25 00:00:00+00:00,20178.82,20272.53,-93.71
1940-02-26 00:00:00+00:00,20257.6,20275.52,-17.92
1940-02-27 00:00:00+00:00,20278.35,20278.74,-0.39
1940-02-28 00:00:00+00:00,20301.91,20282.3,19.61
1940-02-29 00:00:00+00:00,20313.09,20284.14,28.95
1940-03-01 00:00:00+00:00,20284.86,20285.99,-1.13
1940-03-02 00:00:00+00:00,20265.39,20289.77,-24.38
1940-03-03 00:00:00+00:00,20202.17,20293.53,-91.36
1940-03-04 00:00:00+00:00,20102.1,20296.96,-194.86
1940-03-05 00:00:00+00:00,19961.82,20300.36,-338.54
1940-03-06 00:00:00+00:00,19867.57,20303.87,-436.3
1940-03-07 00:00:00+00:00,19856.73,20307.46,-450.72
1940-03-08 00:00:00+00:00,19896.97,20310.8,-413.83
1940-03-09 00:00:00+00:00,19931.42,20313.95,-382.54
1940-03-10 00:00:00+00:00,19932.01,20316.87,-384.87
1940-03-11 00:00:00+00:00,19922.95,20319.93,-396.97
1940-03-12 00:00:00+00:00,19937.24,20323.23,-385.98
1940-03-13 00:00:00+00:00,19941.75,20326.59,-384.84
1940-03-14 00:00:00+00:00,19957.44,20330.0,-372.56
1940-03-15 00:00:00+00:00,20012.48,20333.46,-320.98
1940-03-16 00:00:00+00:00,20121.66,20337.15,-215.49
1940-03-17 00:00:00+00:00,20218.43,20340.84,-122.41
1940-03-18 00:00:00+00:00,20252.4,20344.36,-91.96
1940-03-19 00:00:00+00:00,20240.29,20347.85,-107.56
1940-03-20 00:00:00+00:00,20211.07,20351.53,-140.46
1940-03-21 00:00:00+00:00,20218.74,20355.46,-136.73
1940-03-22 00:00:00+00:00,20224.18,20359.77,-135.59
1940-03-23 00:00:00+00:00,20201.56,20364.17,-162.6
1940-03-24 00:00:00+00:00,20134.0,20368.7,-234.71
1940-03-25 00:00:00+00:00,20100.12,20373.52,-273.41
1940-03-26 00:00:00+00:00,20139.36,20378.51,-239.15
1940-03-27 00:00:00+00:00,20236.34,20383.44,-147.1
1940-03-28 00:00:00+00:00,20238.86,20388.3,-149.43
1940-03-29 00:00:00+00:00,20268.23,20393.39,-125.15
1940-03-30 00:00:00+00:00,20278.92,20398.64,-119.72
1940-03-31 00:00:00+00:00,20302.33,20403.84,-101.51
1940-04-01 00:00:00+00:00,20334.19,20408.82,-74.63
1940-04-02 00:00:00+00:00,20268.78,20414.0,-145.22
1940-04-03 00:00:00+00:00,20235.12,20419.43,-184.31
1940-04-04 00:00:00+00:00,20264.07,20424.93,-160.86
1940-04-05 00:00:00+00:00,20314.31,20430.55,-116.24
1940-04-06 00:00:00+00:00,20314.12,20436.08,-121.96
1940-04-07 00:00:00+00:00,20314.36,20441.23,-126.87
1940-04-08 00:00:00+00:00,20311.52,20445.91,-134.4
1940-04-09 00:00:00+00:00,20271.2,20450.29,-179.09
1940-04-10 00:00:00+00:00,20281.29,20454.63,-173.34
1940-04-11 00:00:00+00:00,20284.06,20459.26,-175.2
1940-04-12 00:00:00+00:00,20217.69,20464.24,-246.55
1940-04-13 00:00:00+00:00,20225.56,20469.38,-243.83
1940-04-14 00:00:00+00:00,20272.72,20474.48,-201.76
1940-04-15 00:00:00+00:00,20289.55,20479.45,-189.9
1940-04-16 00:00:00+00:00,20274.83,20484.44,-209.61
1940-04-17 00:00:00+00:00,20340.79,20489.77,-148.99
1940-04-18 00:00:00+00:00,20429.18,20495.41,-66.23
1940-04-19 00:00:00+00:00,20503.95,20501.1,2.86
1940-04-20 00:00:00+00:00,20572.43,20506.94,65.48
1940-04-21 00:00:00+00:00,20610.51,20512.98,97.53
1940-04-22 00:00:00+00:00,20629.69,20519.07,110.62
1940-04-23 00:00:00+00:00,20613.53,20525.1,88.43
1940-04-24 00:00:00+00:00,20621.38,20530.97,90.41
1940-04-25 00:00:00+00:00,20613.97,20536.73,77.24
1940-04-26 00:00:00+00:00,20614.53,20542.55,71.98
1940-04-27 00:00:00+00:00,20586.07,20548.56,37.52
1940-04-28 00:00:00+00:00,20536.47,20554.75,-18.28
1940-04-29 00:00:00+00:00,20485.7,20560.95,-75.25
1940-04-30 00:00:00+00:00,20458.51,20567.17,-108.67
1940-05-01 00:00:00+00:00,20437.83,20573.35,-135.52
1940-05-02 00:00:00+00:00,20460.98,20579.5,-118.52
1940-05-03 00:00:00+00:00,20495.66,20585.71,-90.05
1940-05-04 00:00:00+00:00,20544.01,20591.97,-47.96
1940-05-05 00:00:00+00:00,20573.67,20598.2,-24.53
1940-05-06 00:00:00+00:00,20574.03,20604.41,-30.38
1940-05-07 00:00:00+00:00,20554.52,20610.62,-56.09
1940-05-08 00:00:00+00:00,20552.45,20616.9,-64.45
1940-05-09 00:00:00+00:00,20587.33,20623.45,-36.11
1940-05-10 00:00:00+00:00,20625.9,20630.21,-4.31
1940-05-11 00:00:00+00:00,20659.24,20637.02,22.22
1940-05-12 00:00:00+00:00,20683.88,20643.72,40.16
1940-05-13 00:00:00+00:00,20678.11,20650.34,27.77
1940-05-14 00:00:00+00:00,20677.94,20656.82,21.11
1940-05-15 00:00:00+00:00,20684.7,20663.23,21.47
1940-05-16 00:00:00+00:00,20688.36,20669.42,18.94
1940-05-17 00:00:00+00:00,20688.49,20675.48,13.01
1940-05-18 00:00:00+00:00,20710.55,20681.73,28.82
1940-05-19 00:00:00+00:00,20747.93,20688.18,59.76
1940-05-20 00:00:00+00:00,20784.8,20694.68,90.11
1940-05-21 00:00:00+00:00,20788.42,20701.13,87.29
1940-05-22 00:00:00+00:00,20778.59,20707.58,71.01
1940-05-23 00:00:00+00:00,20728.85,20714.16,14.69
1940-05-24 00:00:00+00:00,20708.47,20720.77,-12.3
1940-05-25 00:00:00+00:00,20728.74,20727.33,1.42
1940-05-26 00:00:00+00:00,20757.3,20733.77,23.53
1940-05-27 00:00:00+00:00,20776.64,20740.23,36.42
1940-05-28 00:00:00+00:00,20772.51,20746.67,25.84
1940-05-29 00:00:00+00:00,20785.07,20753.02,32.05
1940-05-30 00:00:00+00:00,20789.64,20759.4,30.24
1940-05-31 00:00:00+00:00,20791.96,20765.85,26.11
1940-06-01 00:00:00+00:00,20793.93,20772.3,21.63
1940-06-02 00:00:00+00:00,20782.79,20778.73,4.07
1940-06-03 00:00:00+00:00,20798.99,20785.15,13.84
1940-06-04 00:00:00+00:00,20805.89,20791.54,14.35
1940-06-05 00:00:00+00:00,20810.94,20797.76,13.18
1940-06-06 00:00:00+00:00,20799.54,20803.75,-4.21
1940-06-07 00:00:00+00:00,20796.77,20809.62,-12.85
1940-06-08 00:00:00+00:00,20798.82,20815.45,-16.63
1940-06-09 00:00:00+00:00,20782.65,20821.25,-38.6
1940-06-10 00:00:00+00:00,20786.19,20826.92,-40.74
1940-06-11 00:00:00+00:00,20824.21,20832.44,-8.23
1940-06-12 00:00:00+00:00,20828.03,20837.87,-9.85
1940-06-13 00:00:00+00:00,20818.59,20843.22,-24.63
1940-06-14 00:00:00+00:00,20823.18,20848.56,-25.38
1940-06-15 00:00:00+00:00,20846.34,20853.95,-7.61
1940-06-16 00:00:00+00:00,20888.31,20859.32,28.99
1940-06-17 00:00:00+00:00,20894.66,20864.51,30.15
1940-06-18 00:00:00+00:00,20895.76,20869.55,26.21
1940-06-19 00:00:00+00:00,20903.19,20874.53,28.65
1940-06-20 00:00:00+00:00,20905.48,20879.4,26.08
1940-06-21 00:00:00+00:00,20894.54,20884.19,10.35
1940-06-22 00:00:00+00:00,20863.77,20888.99,-25.22
1940-06-23 00:00:00+00:00,20859.86,20893.75,-33.89
1940-06-24 00:00:00+00:00,20905.98,20898.38,7.6
1940-06-25 00:00:00+00:00,20927.14,20902.86,24.28
1940-06-26 00:00:00+00:00,20917.35,20907.27,10.07
1940-06-27 00:00:00+00:00,20915.56,20911.68,3.88
1940-06-28 00:00:00+00:00,20934.15,20915.95,18.21
1940-06-29 00:00:00+00:00,20958.04,20920.06,37.97
1940-06-30 00:00:00+00:00,20970.52,20923.99,46.53
1940-07-01 00:00:00+00:00,20956.07,20927.76,28.31
1940-07-02 00:00:00+00:00,20934.07,20931.42,2.65
1940-07-03 00:00:00+00:00,20928.4,20935.03,-6.63
1940-07-04 00:00:00+00:00,20905.95,20938.54,-32.59
1940-07-05 00:00:00+00:00,20903.68,20941.98,-38.3
1940-07-06 00:00:00+00:00,20918.12,20945.35,-27.23
1940-07-07 00:00:00+00:00,20943.27,20948.62,-5.34
1940-07-08 00:00:00+00:00,20972.27,20951.65,20.63
1940-07-09 00:00:00+00:00,20984.32,20954.37,29.94
1940-07-10 00:00:00+00:00,20972.13,20956.85,15.28
1940-07-11 00:00:00+00:00,20983.17,20959.13,24.04
1940-07-12 00:00:00+00:00,20982.45,20961.3,21.15
1940-07-13 00:00:00+00:00,20958.65,20963.35,-4.7
1940-07-14 00:00:00+00:00,20965.81,20965.25,0.55
1940-07-15 00:00:00+00:00,20980.75,20967.03,13.72
1940-07-16 00:00:00+00:00,20986.2,20968.76,17.44
1940-07-17 00:00:00+00:00,20949.22,20970.38,-21.16
1940-07-18 00:00:00+00:00,20942.42,20971.7,-29.28
1940-07-19 00:00:00+00:00,20960.03,20972.8,-12.77
1940-07-20 00:00:00+00:00,20992.34,20973.87,18.47
1940-07-21 00:00:00+00:00,20981.47,20974.89,6.58
1940-07-22 00:00:00+00:00,20955.06,20975.68,-20.62
1940-07-23 00:00:00+00:00,20944.71,20976.13,-31.42
1940-07-24 00:00:00+00:00,20937.07,20976.24,-39.17
1940-07-25 00:00:00+00:00,20942.17,20976.1,-33.93
1940-07-26 00:00:00+00:00,20931.05,20975.8,-44.75
1940-07-27 00:00:00+00:00,20948.58,20975.4,-26.82
1940-07-28 00:00:00+00:00,20937.47,20974.85,-37.38
1940-07-29 00:00:00+00:00,20920.03,20974.08,-54.04
1940-07-30 00:00:00+00:00,20931.66,20973.1,-41.44
1940-07-31 00:00:00+00:00,20946.71,20972.02,-25.31
1940-08-01 00:00:00+00:00,20982.71,20970.86,11.85
1940-08-02 00:00:00+00:00,20987.33,20969.64,17.69
1940-08-03 00:00:00+00:00,20981.07,20968.28,12.79
1940-08-04 00:00:00+00:00,20981.43,20966.74,14.68
1940-08-05 00:00:00+00:00,20976.74,20965.08,11.66
1940-08-06 00:00:00+00:00,20967.24,20963.29,3.95
1940-08-07 00:00:00+00:00,20950.2,20961.27,-11.07
1940-08-08 00:00:00+00:00,20963.68,20959.05,4.64
1940-08-09 00:00:00+00:00,20967.98,20956.68,11.31
1940-08-10 00:00:00+00:00,20983.47,20954.27,29.2
1940-08-11 00:00:00+00:00,20952.03,20951.81,0.22
1940-08-12 00:00:00+00:00,20914.78,20949.11,-34.33
1940-08-13 00:00:00+00:00,20938.11,20946.2,-8.09
1940-08-14 00:00:00+00:00,20959.14,20943.14,16.0
1940-08-15 00:00:00+00:00,20965.11,20939.84,25.27
1940-08-16 00:00:00+00:00,20957.02,20936.25,20.77
1940-08-17 00:00:00+00:00,20953.14,20932.39,20.74
1940-08-18 00:00:00+00:00,20939.08,20928.39,10.69
1940-08-19 00:00:00+00:00,20897.11,20924.32,-27.21
1940-08-20 00:00:00+00:00,20854.97,20920.18,-65.21
1940-08-21 00:00:00+00:00,20836.36,20915.9,-79.54
1940-08-22 00:00:00+00:00,20868.91,20911.44,-42.53
1940-08-23 00:00:00+00:00,20912.71,20906.81,5.9
1940-08-24 00:00:00+00:00,20917.52,20902.09,15.43
1940-08-25 00:00:00+00:00,20912.8,20897.21,15.58
1940-08-26 00:00:00+00:00,20891.42,20892.19,-0.77
1940-08-27 00:00:00+00:00,20876.13,20887.05,-10.92
1940-08-28 00:00:00+00:00,20858.35,20881.75,-23.4
1940-08-29 00:00:00+00:00,20826.18,20876.27,-50.09
1940-08-30 00:00:00+00:00,20792.88,20870.7,-77.82
1940-08-31 00:00:00+00:00,20792.54,20865.05,-72.51
1940-09-01 00:00:00+00:00,20801.56,20859.24,-57.68
1940-09-02 00:00:00+00:00,20787.16,20853.3,-66.14
1940-09-03 00:00:00+00:00,20785.86,20847.34,-61.48
1940-09-04 00:00:00+00:00,20781.28,20841.25,-59.97
1940-09-05 00:00:00+00:00,20798.56,20835.07,-36.51
1940-09-06 00:00:00+00:00,20781.92,20828.84,-46.91
1940-09-07 00:00:00+00:00,20741.21,20822.68,-81.47
1940-09-08 00:00:00+00:00,20688.96,20816.59,-127.63
1940-09-09 00:00:00+00:00,20667.66,20810.47,-142.81
1940-09-10 00:00:00+00:00,20679.24,20804.31,-125.07
1940-09-11 00:00:00+00:00,20700.79,20798.11,-97.32
1940-09-12 00:00:00+00:00,20684.66,20791.95,-107.29
1940-09-13 00:00:00+00:00,20672.33,20785.96,-113.63
1940-09-14 00:00:00+00:00,20650.66,20779.83,-129.17
1940-09-15 00:00:00+00:00,20621.11,20773.36,-152.25
1940-09-16 00:00:00+00:00,20654.3,20766.59,-112.29
1940-09-17 00:00:00+00:00,20687.31,20759.63,-72.32
1940-09-18 00:00:00+00:00,20668.19,20752.53,-84.34
1940-09-19 00:00:00+00:00,20642.87,20745.25,-102.38
1940-09-20 00:00:00+00:00,20622.17,20737.89,-115.72
1940-09-21 00:00:00+00:00,20632.52,20730.56,-98.03
1940-09-22 00:00:00+00:00,20637.36,20723.33,-85.97
1940-09-23 00:00:00+00:00,20635.48,20716.19,-80.71
1940-09-24 00:00:00+00:00,20616.64,20708.98,-92.34
1940-09-25 00:00:00+00:00,20614.96,20701.76,-86.8
1940-09-26 00:00:00+00:00,20609.79,20694.53,-84.73
1940-09-27 00:00:00+00:00,20624.43,20687.4,-62.97
1940-09-28 00:00:00+00:00,20603.8,20680.33,-76.53
1940-09-29 00:00:00+00:00,20576.42,20673.14,-96.71
1940-09-30 00:00:00+00:00,20541.66,20665.88,-124.23
1940-10-01 00:00:00+00:00,20518.16,20658.83,-140.67
1940-10-02 00:00:00+00:00,20537.4,20651.87,-114.46
1940-10-03 00:00:00+00:00,20547.36,20644.72,-97.36
1940-10-04 00:00:00+00:00,20556.64,20637.3,-80.65
1940-10-05 00:00:00+00:00,20562.98,20629.79,-66.81
1940-10-06 00:00:00+00:00,20518.04,20622.59,-104.55
1940-10-07 00:00:00+00:00,20484.06,20615.76,-131.69
1940-10-08 00:00:00+00:00,20475.11,20608.87,-133.77
1940-10-09 00:00:00+00:00,20506.44,20601.71,-95.27
1940-10-10 00:00:00+00:00,20480.04,20594.37,-114.33
1940-10-11 00:00:00+00:00,20493.43,20586.98,-93.55
1940-10-12 00:00:00+00:00,20538.87,20579.77,-40.9
1940-10-13 00:00:00+00:00,20556.78,20572.51,-15.73
1940-10-14 00:00:00+00:00,20559.29,20565.08,-5.79
1940-10-15 00:00:00+00:00,20543.01,20557.64,-14.63
1940-10-16 00:00:00+00:00,20541.57,20550.43,-8.86
1940-10-17 00:00:00+00:00,20542.94,20543.37,-0.43
1940-10-18 00:00:00+00:00,20512.33,20536.25,-23.92
1940-10-19 00:00:00+00:00,20471.25,20528.99,-57.74
1940-10-20 00:00:00+00:00,20464.03,20521.54,-57.51
1940-10-21 00:00:00+00:00,20411.61,20514.01,-102.41
1940-10-22 00:00:00+00:00,20385.45,20506.37,-120.92
1940-10-23 00:00:00+00:00,20373.55,20498.84,-125.29
1940-10-24 00:00:00+00:00,20342.12,20491.77,-149.65
1940-10-25 00:00:00+00:00,20295.36,20485.21,-189.85
1940-10-26 00:00:00+00:00,20264.37,20478.66,-214.3
1940-10-27 00:00:00+00:00,20272.29,20471.94,-199.66
1940-10-28 00:00:00+00:00,20275.64,20465.03,-189.39
1940-10-29 00:00:00+00:00,20223.28,20458.01,-234.74
1940-10-30 00:00:00+00:00,20214.22,20451.02,-236.8
1940-10-31 00:00:00+00:00,20311.16,20444.35,-133.19
1940-11-01 00:00:00+00:00,20364.89,20437.91,-73.03
1940-11-02 00:00:00+00:00,20256.07,20431.45,-175.38
1940-11-03 00:00:00+00:00,20155.38,20424.73,-269.35
1940-11-04 00:00:00+00:00,20167.77,20417.98,-250.21
1940-11-05 00:00:00+00:00,20186.25,20411.26,-225.01
1940-11-06 00:00:00+00:00,20176.12,20404.72,-228.6
1940-11-07 00:00:00+00:00,20183.66,20398.3,-214.64
1940-11-08 00:00:00+00:00,20175.86,20391.9,-216.04
1940-11-09 00:00:00+00:00,20178.85,20385.68,-206.83
1940-11-10 00:00:00+00:00,20236.52,20379.86,-143.33
1940-11-11 00:00:00+00:00,20263.72,20374.35,-110.63
1940-11-12 00:00:00+00:00,20308.83,20368.76,-59.93
1940-11-13 00:00:00+00:00,20287.15,20362.92,-75.77
1940-11-14 00:00:00+00:00,20275.04,20357.28,-82.24
1940-11-15 00:00:00+00:00,20232.02,20351.88,-119.86
1940-11-16 00:00:00+00:00,20198.08,20346.59,-148.51
1940-11-17 00:00:00+00:00,20129.06,20341.29,-212.23
1940-11-18 00:00:00+00:00,20022.98,20336.02,-313.04
1940-11-19 00:00:00+00:00,20075.83,20330.75,-254.92
1940-11-20 00:00:00+00:00,20240.0,20325.25,-85.25
1940-11-21 00:00:00+00:00,20339.71,20319.94,19.77
1940-11-22 00:00:00+00:00,20319.67,20314.71,4.96
1940-11-23 00:00:00+00:00,20274.62,20309.52,-34.9
1940-11-24 00:00:00+00:00,20202.63,20304.62,-101.99
1940-11-25 00:00:00+00:00,20218.69,20299.63,-80.93
1940-11-26 00:00:00+00:00,20243.98,20294.07,-50.08
1940-11-27 00:00:00+00:00,20254.69,20288.12,-33.43
1940-11-28 00:00:00+00:00,20263.54,20282.41,-18.87
1940-11-29 00:00:00+00:00,20246.08,20277.56,-31.47
1940-11-30 00:00:00+00:00,20278.92,20273.36,5.56
1940-12-01 00:00:00+00:00,20276.34,20269.32,7.02
1940-12-02 00:00:00+00:00,20240.03,20265.35,-25.32
1940-12-03 00:00:00+00:00,20234.91,20261.47,-26.57
1940-12-04 00:00:00+00:00,20221.39,20258.14,-36.75
1940-12-05 00:00:00+00:00,20219.34,20254.99,-35.65
1940-12-06 00:00:00+00:00,20135.61,20251.38,-115.77
1940-12-07 00:00:00+00:00,20004.23,20247.34,-243.11
1940-12-08 00:00:00+00:00,19942.28,20243.72,-301.44
1940-12-09 00:00:00+00:00,19921.76,20240.63,-318.87
1940-12-10 00:00:00+00:00,19780.89,20237.77,-456.87
1940-12-11 00:00:00+00:00,19625.9,20235.06,-609.16
1940-12-12 00:00:00+00:00,19653.02,20232.57,-579.55
1940-12-13 00:00:00+00:00,19810.41,20230.41,-419.99
1940-12-14 00:00:00+00:00,19990.4,20228.53,-238.13
1940-12-15 00:00:00+00:00,20134.5,20226.76,-92.27
1940-12-16 00:00:00+00:00,20230.62,20225.19,5.42
1940-12-17 00:00:00+00:00,20238.11,20223.7,14.42
1940-12-18 00:00:00+00:00,20209.13,20222.25,-13.12
1940-12-19 00:00:00+00:00,20156.0,20220.82,-64.82
1940-12-20 00:00:00+00:00,20135.7,20219.58,-83.88
1940-12-21 00:00:00+00:00,20127.16,20218.38,-91.22
1940-12-22 00:00:00+00:00,20117.17,20217.34,-100.17
1940-12-23 00:00:00+00:00,20095.55,20216.47,-120.93
1940-12-24 00:00:00+00:00,20050.14,20215.38,-165.24
1940-12-25 00:00:00+00:00,19989.2,20213.69,-224.49
1940-12-26 00:00:00+00:00,19902.9,20212.0,-309.09
1940-12-27 00:00:00+00:00,19778.64,20210.42,-431.78
1940-12-28 00:00:00+00:00,19701.47,20209.06,-507.59
1940-12-29 00:00:00+00:00,19700.67,20207.79,-507.11
1940-12-30 00:00:00+00:00,19669.99,20206.65,-536.66
1940-12-31 00:00:00+00:00,19603.13,20205.38,-602.26
1941-01-01 00:00:00+00:00,19555.81,20204.1,-648.29
1941-01-02 00:00:00+00:00,19645.53,20203.27,-557.74
1941-01-03 00:00:00+00:00,19856.96,20202.8,-345.84
1941-01-04 00:00:00+00:00,20029.84,20202.53,-172.69
1941-01-05 00:00:00+00:00,20124.38,20202.38,-78.01
1941-01-06 00:00:00+00:00,20181.85,20202.41,-20.56
1941-01-07 00:00:00+00:00,20221.67,20202.46,19.21
1941-01-08 00:00:00+00:00,20232.8,20202.76,30.04
1941-01-09 00:00:00+00:00,20226.12,20202.9,23.23
1941-01-10 00:00:00+00:00,20268.57,20202.66,65.91
1941-01-11 00:00:00+00:00,20311.31,20202.2,109.11
1941-01-12 00:00:00+00:00,20304.46,20201.98,102.47
1941-01-13 00:00:00+00:00,20222.41,20202.15,20.26
1941-01-14 00:00:00+00:00,20005.94,20202.36,-196.42
1941-01-15 00:00:00+00:00,19753.84,20202.85,-449.01
1941-01-16 00:00:00+00:00,19693.97,20203.69,-509.73
1941-01-17 00:00:00+00:00,19804.28,20204.85,-400.56
1941-01-18 00:00:00+00:00,19902.93,20206.02,-303.09
1941-01-19 00:00:00+00:00,19828.96,20207.21,-378.24
1941-01-20 00:00:00+00:00,19847.88,20208.46,-360.58
1941-01-21 00:00:00+00:00,19867.95,20209.51,-341.57
1941-01-22 00:00:00+00:00,19922.08,20210.54,-288.46
1941-01-23 00:00:00+00:00,20092.62,20211.51,-118.89
1941-01-24 00:00:00+00:00,20195.46,20212.42,-16.96
1941-01-25 00:00:00+00:00,20233.44,20213.6,19.84
1941-01-26 00:00:00+00:00,20252.04,20215.48,36.56
1941-01-27 00:00:00+00:00,20270.97,20217.67,53.3
1941-01-28 00:00:00+00:00,20283.03,20219.66,63.38
1941-01-29 00:00:00+00:00,20300.41,20221.09,79.32
1941-01-30 00:00:00+00:00,20263.76,20222.2,41.55
1941-01-31 00:00:00+00:00,20169.41,20222.91,-53.51
1941-02-01 00:00:00+00:00,20000.84,20223.35,-222.51
1941-02-02 00:00:00+00:00,19744.55,20223.95,-479.4
1941-02-03 00:00:00+00:00,19690.61,20224.39,-533.78
1941-02-04 00:00:00+00:00,19707.08,20225.11,-518.03
1941-02-05 00:00:00+00:00,19827.78,20226.7,-398.92
1941-02-06 00:00:00+00:00,19893.76,20229.15,-335.39
1941-02-07 00:00:00+00:00,19936.12,20231.79,-295.66
1941-02-08 00:00:00+00:00,19964.35,20234.41,-270.06
1941-02-09 00:00:00+00:00,19967.09,20236.89,-269.8
1941-02-10 00:00:00+00:00,19795.72,20239.14,-443.42
1941-02-11 00:00:00+00:00,19680.46,20241.11,-560.65
1941-02-12 00:00:00+00:00,19776.79,20243.09,-466.3
1941-02-13 00:00:00+00:00,19817.44,20245.21,-427.77
1941-02-14 00:00:00+00:00,19809.55,20247.41,-437.86
1941-02-15 00:00:00+00:00,19809.63,20249.24,-439.61
1941-02-16 00:00:00+00:00,19844.63,20250.96,-406.33
1941-02-17 00:00:00+00:00,19781.55,20252.89,-471.34
1941-02-18 00:00:00+00:00,19660.3,20254.95,-594.65
1941-02-19 00:00:00+00:00,19740.92,20257.06,-516.14
1941-02-20 00:00:00+00:00,19781.33,20259.3,-477.98
1941-02-21 00:00:00+00:00,19802.08,20261.7,-459.62
1941-02-22 00:00:00+00:00,19867.58,20264.12,-396.54
1941-02-23 00:00:00+00:00,19933.87,20266.69,-332.82
1941-02-24 00:00:00+00:00,19997.74,20269.58,-271.84
1941-02-25 00:00:00+00:00,20024.95,20272.53,-247.58
1941-02-26 00:00:00+00:00,20026.66,20275.52,-248.86
1941-02-27 00:00:00+00:00,20025.58,20278.74,-253.16
1941-02-28 00:00:00+00:00,20043.13,20282.3,-239.17
1941-03-01 00:00:00+00:00,20034.63,20285.99,-251.36
1941-03-02 00:00:00+00:00,20024.73,20289.77,-265.04
1941-03-03 00:00:00+00:00,19988.34,20293.53,-305.19
1941-03-04 00:00:00+00:00,19977.08,20296.96,-319.87
1941-03-05 00:00:00+00:00,19952.34,20300.36,-348.02
1941-03-06 00:00:00+00:00,19911.74,20303.87,-392.13
1941-03-07 00:00:00+00:00,19898.82,20307.46,-408.64
1941-03-08 00:00:00+00:00,19913.22,20310.8,-397.58
1941-03-09 00:00:00+00:00,19907.58,20313.95,-406.37
1941-03-10 00:00:00+00:00,19897.1,20316.87,-419.77
1941-03-11 00:00:00+00:00,19921.48,20319.93,-398.45
1941-03-12 00:00:00+00:00,19936.24,20323.23,-386.99
1941-03-13 00:00:00+00:00,19947.99,20326.59,-378.6
1941-03-14 00:00:00+00:00,20011.19,20330.0,-318.81
1941-03-15 00:00:00+00:00,20068.19,20333.46,-265.27
